# archive_script_import_edges.txt
# Generated by tools/harvest_archive_script_import_edges.py
# Scanned 2160 archive scripts; emitted 16320 unique edges.
# Edge format: [EDGE:depends_on] data_provenance:<script>.py -> constants:<NAME>  # archive-script uses <NAME>
#
[EDGE:depends_on] data_provenance:s53_kz_pressure.py -> constants:n_pairs  # archive-script uses n_pairs
[EDGE:depends_on] data_provenance:s53_kz_pressure.py -> constants:tau_fold  # archive-script uses tau_fold
[EDGE:depends_on] data_provenance:s53_leggett_amp.py -> constants:dt_transit  # archive-script uses dt_transit
[EDGE:depends_on] data_provenance:s53_leggett_amp.py -> constants:omega_L1  # archive-script uses omega_L1
[EDGE:depends_on] data_provenance:s53_leggett_amp.py -> constants:omega_L2  # archive-script uses omega_L2
[EDGE:depends_on] data_provenance:s53_leggett_amp.py -> constants:omega_PV  # archive-script uses omega_PV
[EDGE:depends_on] data_provenance:s53_leggett_amp.py -> constants:omega_att  # archive-script uses omega_att
[EDGE:depends_on] data_provenance:s53_leggett_amp.py -> constants:tau_fold  # archive-script uses tau_fold
[EDGE:depends_on] data_provenance:s53_leggett_amp.py -> constants:v_terminal  # archive-script uses v_terminal
[EDGE:depends_on] data_provenance:s53_leggett_damping.py -> constants:c_Gold  # archive-script uses c_Gold
[EDGE:depends_on] data_provenance:s53_lk_stalling.py -> constants:Delta_0_GL  # archive-script uses Delta_0_GL
[EDGE:depends_on] data_provenance:s53_lk_stalling.py -> constants:E_cond  # archive-script uses E_cond
[EDGE:depends_on] data_provenance:s53_lk_stalling.py -> constants:Gamma_Langer_BCS  # archive-script uses Gamma_Langer_BCS
[EDGE:depends_on] data_provenance:s53_lk_stalling.py -> constants:L_over_xi  # archive-script uses L_over_xi
[EDGE:depends_on] data_provenance:s53_lk_stalling.py -> constants:M_KK  # archive-script uses M_KK
[EDGE:depends_on] data_provenance:s53_lk_stalling.py -> constants:S_inst  # archive-script uses S_inst
[EDGE:depends_on] data_provenance:s53_lk_stalling.py -> constants:a_GL  # archive-script uses a_GL
[EDGE:depends_on] data_provenance:s53_lk_stalling.py -> constants:b_GL  # archive-script uses b_GL
[EDGE:depends_on] data_provenance:s53_lk_stalling.py -> constants:barrier_0d  # archive-script uses barrier_0d
[EDGE:depends_on] data_provenance:s53_lk_stalling.py -> constants:c_Gold  # archive-script uses c_Gold
[EDGE:depends_on] data_provenance:s53_lk_stalling.py -> constants:dt_transit  # archive-script uses dt_transit
[EDGE:depends_on] data_provenance:s53_lk_stalling.py -> constants:omega_PV  # archive-script uses omega_PV
[EDGE:depends_on] data_provenance:s53_lk_stalling.py -> constants:omega_att  # archive-script uses omega_att
[EDGE:depends_on] data_provenance:s53_lk_stalling.py -> constants:tau_fold  # archive-script uses tau_fold
[EDGE:depends_on] data_provenance:s53_lk_stalling.py -> constants:v_terminal  # archive-script uses v_terminal
[EDGE:depends_on] data_provenance:s53_lk_stalling.py -> constants:xi_BCS  # archive-script uses xi_BCS
[EDGE:depends_on] data_provenance:s53_lk_stalling.py -> constants:xi_GL  # archive-script uses xi_GL
[EDGE:depends_on] data_provenance:s53_phonon_eos.py -> constants:E_cond  # archive-script uses E_cond
[EDGE:depends_on] data_provenance:s53_phonon_eos.py -> constants:G_DeWitt  # archive-script uses G_DeWitt
[EDGE:depends_on] data_provenance:s53_phonon_eos.py -> constants:H_fold  # archive-script uses H_fold
[EDGE:depends_on] data_provenance:s53_phonon_eos.py -> constants:M_KK  # archive-script uses M_KK
[EDGE:depends_on] data_provenance:s53_phonon_eos.py -> constants:M_Pl_reduced  # archive-script uses M_Pl_reduced
[EDGE:depends_on] data_provenance:s53_phonon_eos.py -> constants:N_e_classical  # archive-script uses N_e_classical
[EDGE:depends_on] data_provenance:s53_phonon_eos.py -> constants:T_acoustic  # archive-script uses T_acoustic
[EDGE:depends_on] data_provenance:s53_phonon_eos.py -> constants:Vol_SU3_Haar  # archive-script uses Vol_SU3_Haar
[EDGE:depends_on] data_provenance:s53_phonon_eos.py -> constants:c_Gold  # archive-script uses c_Gold
[EDGE:depends_on] data_provenance:s53_phonon_eos.py -> constants:c_fabric  # archive-script uses c_fabric
[EDGE:depends_on] data_provenance:s53_phonon_eos.py -> constants:dt_transit  # archive-script uses dt_transit
[EDGE:depends_on] data_provenance:s53_phonon_eos.py -> constants:omega_H1  # archive-script uses omega_H1
[EDGE:depends_on] data_provenance:s53_phonon_eos.py -> constants:omega_H2  # archive-script uses omega_H2
[EDGE:depends_on] data_provenance:s53_phonon_eos.py -> constants:omega_H3  # archive-script uses omega_H3
[EDGE:depends_on] data_provenance:s53_phonon_eos.py -> constants:omega_L1  # archive-script uses omega_L1
[EDGE:depends_on] data_provenance:s53_phonon_eos.py -> constants:omega_L2  # archive-script uses omega_L2
[EDGE:depends_on] data_provenance:s53_phonon_eos.py -> constants:tau_fold  # archive-script uses tau_fold
[EDGE:depends_on] data_provenance:s53_phonon_eos.py -> constants:v_terminal  # archive-script uses v_terminal
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:Delta_0_GL  # archive-script uses Delta_0_GL
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:Delta_B3  # archive-script uses Delta_B3
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:E_B1  # archive-script uses E_B1
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:E_B2_mean  # archive-script uses E_B2_mean
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:E_B3_mean  # archive-script uses E_B3_mean
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:E_cond  # archive-script uses E_cond
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:J_C2  # archive-script uses J_C2
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:J_su2  # archive-script uses J_su2
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:J_u1  # archive-script uses J_u1
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:M_max_thouless  # archive-script uses M_max_thouless
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:N_cells  # archive-script uses N_cells
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:N_dof_BCS  # archive-script uses N_dof_BCS
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:S_inst  # archive-script uses S_inst
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:T_acoustic  # archive-script uses T_acoustic
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:Vol_SU3_Haar  # archive-script uses Vol_SU3_Haar
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:a_GL  # archive-script uses a_GL
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:b_GL  # archive-script uses b_GL
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:barrier_0d  # archive-script uses barrier_0d
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:c_fabric  # archive-script uses c_fabric
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:n_pairs  # archive-script uses n_pairs
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:omega_H1  # archive-script uses omega_H1
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:omega_L1  # archive-script uses omega_L1
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:omega_L2  # archive-script uses omega_L2
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:omega_PV  # archive-script uses omega_PV
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:rho_B2_per_mode  # archive-script uses rho_B2_per_mode
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:tau_fold  # archive-script uses tau_fold
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:xi_BCS  # archive-script uses xi_BCS
[EDGE:depends_on] data_provenance:s53_phonon_lifetimes.py -> constants:xi_GL  # archive-script uses xi_GL
[EDGE:depends_on] data_provenance:s53_pomeranchuk_hfb.py -> constants:E_B1  # archive-script uses E_B1
[EDGE:depends_on] data_provenance:s53_pomeranchuk_hfb.py -> constants:d_spec  # archive-script uses d_spec
[EDGE:depends_on] data_provenance:s53_pomeranchuk_hfb.py -> constants:rho_B2_per_mode  # archive-script uses rho_B2_per_mode
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:Delta_0_GL  # archive-script uses Delta_0_GL
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:Delta_0_OES  # archive-script uses Delta_0_OES
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:Delta_B3  # archive-script uses Delta_B3
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:E_B1  # archive-script uses E_B1
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:E_B2_mean  # archive-script uses E_B2_mean
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:E_B3_mean  # archive-script uses E_B3_mean
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:E_cond  # archive-script uses E_cond
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:E_cond_ED_8mode  # archive-script uses E_cond_ED_8mode
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:E_exc  # archive-script uses E_exc
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:E_exc_ratio  # archive-script uses E_exc_ratio
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:H_0_GeV  # archive-script uses H_0_GeV
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:H_fold  # archive-script uses H_fold
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:M_KK  # archive-script uses M_KK
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:M_Pl_reduced  # archive-script uses M_Pl_reduced
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:M_Pl_unreduced  # archive-script uses M_Pl_unreduced
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:N_dof_BCS  # archive-script uses N_dof_BCS
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:PI  # archive-script uses PI
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:S_fold  # archive-script uses S_fold
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:S_inst  # archive-script uses S_inst
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:T_acoustic  # archive-script uses T_acoustic
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:a0_fold  # archive-script uses a0_fold
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:a2_fold  # archive-script uses a2_fold
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:a4_fold  # archive-script uses a4_fold
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:d2S_fold  # archive-script uses d2S_fold
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:dt_transit  # archive-script uses dt_transit
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:hbar_GeV_s  # archive-script uses hbar_GeV_s
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:n_Bog  # archive-script uses n_Bog
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:n_pairs  # archive-script uses n_pairs
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:omega_PV  # archive-script uses omega_PV
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:rho_B2_per_mode  # archive-script uses rho_B2_per_mode
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:rho_Lambda_obs  # archive-script uses rho_Lambda_obs
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:t_universe_s  # archive-script uses t_universe_s
[EDGE:depends_on] data_provenance:s53_q_theory_gge.py -> constants:tau_fold  # archive-script uses tau_fold
[EDGE:depends_on] data_provenance:s53_sakharov_phonon.py -> constants:G_N  # archive-script uses G_N
[EDGE:depends_on] data_provenance:s53_sakharov_phonon.py -> constants:M_KK  # archive-script uses M_KK
[EDGE:depends_on] data_provenance:s53_sakharov_phonon.py -> constants:M_KK_gravity  # archive-script uses M_KK_gravity
[EDGE:depends_on] data_provenance:s53_sakharov_phonon.py -> constants:M_Pl_reduced  # archive-script uses M_Pl_reduced
[EDGE:depends_on] data_provenance:s53_sakharov_phonon.py -> constants:M_Pl_unreduced  # archive-script uses M_Pl_unreduced
[EDGE:depends_on] data_provenance:s53_sakharov_phonon.py -> constants:N_cells  # archive-script uses N_cells
[EDGE:depends_on] data_provenance:s53_sakharov_phonon.py -> constants:PI  # archive-script uses PI
[EDGE:depends_on] data_provenance:s53_sakharov_phonon.py -> constants:Vol_SU3_Haar  # archive-script uses Vol_SU3_Haar
[EDGE:depends_on] data_provenance:s53_sakharov_phonon.py -> constants:a0_fold  # archive-script uses a0_fold
[EDGE:depends_on] data_provenance:s53_sakharov_phonon.py -> constants:a2_fold  # archive-script uses a2_fold
[EDGE:depends_on] data_provenance:s53_sakharov_phonon.py -> constants:a4_fold  # archive-script uses a4_fold
[EDGE:depends_on] data_provenance:s53_sakharov_phonon.py -> constants:c_Gold  # archive-script uses c_Gold
[EDGE:depends_on] data_provenance:s53_sakharov_phonon.py -> constants:c_light  # archive-script uses c_light
[EDGE:depends_on] data_provenance:s53_sakharov_phonon.py -> constants:hbar_SI  # archive-script uses hbar_SI
[EDGE:depends_on] data_provenance:s53_sakharov_phonon.py -> constants:omega_H1  # archive-script uses omega_H1
[EDGE:depends_on] data_provenance:s53_sakharov_phonon.py -> constants:omega_H2  # archive-script uses omega_H2
[EDGE:depends_on] data_provenance:s53_sakharov_phonon.py -> constants:omega_H3  # archive-script uses omega_H3
[EDGE:depends_on] data_provenance:s53_sakharov_phonon.py -> constants:omega_L1  # archive-script uses omega_L1
[EDGE:depends_on] data_provenance:s53_sakharov_phonon.py -> constants:omega_L2  # archive-script uses omega_L2
[EDGE:depends_on] data_provenance:s53_second_sound_cmb.py -> constants:F_BCS_over_V_KK  # archive-script uses F_BCS_over_V_KK
[EDGE:depends_on] data_provenance:s53_second_sound_cmb.py -> constants:M_KK  # archive-script uses M_KK
[EDGE:depends_on] data_provenance:s53_second_sound_cmb.py -> constants:PI  # archive-script uses PI
[EDGE:depends_on] data_provenance:s53_second_sound_cmb.py -> constants:T_CMB_GeV  # archive-script uses T_CMB_GeV
[EDGE:depends_on] data_provenance:s53_second_sound_cmb.py -> constants:T_acoustic  # archive-script uses T_acoustic
[EDGE:depends_on] data_provenance:s53_second_sound_cmb.py -> constants:alpha_QM  # archive-script uses alpha_QM
[EDGE:depends_on] data_provenance:s53_second_sound_cmb.py -> constants:c_Gold  # archive-script uses c_Gold
[EDGE:depends_on] data_provenance:s53_second_sound_cmb.py -> constants:c_fabric  # archive-script uses c_fabric
[EDGE:depends_on] data_provenance:s53_second_sound_cmb.py -> constants:hbar_c_GeV_m  # archive-script uses hbar_c_GeV_m
[EDGE:depends_on] data_provenance:s53_second_sound_cmb.py -> constants:omega_H1  # archive-script uses omega_H1
[EDGE:depends_on] data_provenance:s53_second_sound_cmb.py -> constants:omega_H2  # archive-script uses omega_H2
[EDGE:depends_on] data_provenance:s53_second_sound_cmb.py -> constants:omega_H3  # archive-script uses omega_H3
[EDGE:depends_on] data_provenance:s53_second_sound_cmb.py -> constants:omega_L1  # archive-script uses omega_L1
[EDGE:depends_on] data_provenance:s53_second_sound_cmb.py -> constants:omega_L2  # archive-script uses omega_L2
[EDGE:depends_on] data_provenance:s53_spectral_function.py -> constants:d_spec  # archive-script uses d_spec
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:Delta_0_GL  # archive-script uses Delta_0_GL
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:Delta_B3  # archive-script uses Delta_B3
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:E_cond  # archive-script uses E_cond
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:E_exc  # archive-script uses E_exc
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:H_0_GeV  # archive-script uses H_0_GeV
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:L_over_xi  # archive-script uses L_over_xi
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:M_KK  # archive-script uses M_KK
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:M_KK_gravity  # archive-script uses M_KK_gravity
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:M_Pl_unreduced  # archive-script uses M_Pl_unreduced
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:N_cells  # archive-script uses N_cells
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:N_dof_BCS  # archive-script uses N_dof_BCS
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:PI  # archive-script uses PI
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:P_exc_kz  # archive-script uses P_exc_kz
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:S_inst  # archive-script uses S_inst
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:T_CMB_GeV  # archive-script uses T_CMB_GeV
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:T_GGE_B2  # archive-script uses T_GGE_B2
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:Vol_SU3_Haar  # archive-script uses Vol_SU3_Haar
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:barrier_0d  # archive-script uses barrier_0d
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:dt_transit  # archive-script uses dt_transit
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:eta_BBN_obs  # archive-script uses eta_BBN_obs
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:n_pairs  # archive-script uses n_pairs
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:omega_PV  # archive-script uses omega_PV
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:omega_att  # archive-script uses omega_att
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:phi_CP  # archive-script uses phi_CP
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:rho_Lambda_obs  # archive-script uses rho_Lambda_obs
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:tau_fold  # archive-script uses tau_fold
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:v_terminal  # archive-script uses v_terminal
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:xi_BCS  # archive-script uses xi_BCS
[EDGE:depends_on] data_provenance:s53_vortex_nucleation.py -> constants:xi_GL  # archive-script uses xi_GL
[EDGE:depends_on] data_provenance:s54_b2_angular.py -> constants:Omega_m  # archive-script uses Omega_m
[EDGE:depends_on] data_provenance:s54_b2_angular.py -> constants:tau_fold  # archive-script uses tau_fold
[EDGE:depends_on] data_provenance:s54_connes_latt.py -> constants:n_pairs  # archive-script uses n_pairs
[EDGE:depends_on] data_provenance:s54_ed_sweep.py -> constants:Delta_0_GL  # archive-script uses Delta_0_GL
[EDGE:depends_on] data_provenance:s54_ed_sweep.py -> constants:E_B1  # archive-script uses E_B1
[EDGE:depends_on] data_provenance:s54_ed_sweep.py -> constants:E_B2_mean  # archive-script uses E_B2_mean
[EDGE:depends_on] data_provenance:s54_ed_sweep.py -> constants:E_B3_mean  # archive-script uses E_B3_mean
[EDGE:depends_on] data_provenance:s54_ed_sweep.py -> constants:E_cond  # archive-script uses E_cond
[EDGE:depends_on] data_provenance:s54_ed_sweep.py -> constants:E_cond_ED_8mode  # archive-script uses E_cond_ED_8mode
[EDGE:depends_on] data_provenance:s54_ed_sweep.py -> constants:J_C2  # archive-script uses J_C2
[EDGE:depends_on] data_provenance:s54_ed_sweep.py -> constants:J_su2  # archive-script uses J_su2
[EDGE:depends_on] data_provenance:s54_ed_sweep.py -> constants:J_u1  # archive-script uses J_u1
[EDGE:depends_on] data_provenance:s54_ed_sweep.py -> constants:M_max_thouless  # archive-script uses M_max_thouless
[EDGE:depends_on] data_provenance:s54_ed_sweep.py -> constants:N_cells  # archive-script uses N_cells
[EDGE:depends_on] data_provenance:s54_ed_sweep.py -> constants:N_dof_BCS  # archive-script uses N_dof_BCS
[EDGE:depends_on] data_provenance:s54_ed_sweep.py -> constants:S_fold  # archive-script uses S_fold
[EDGE:depends_on] data_provenance:s54_ed_sweep.py -> constants:a0_fold  # archive-script uses a0_fold
[EDGE:depends_on] data_provenance:s54_ed_sweep.py -> constants:a2_fold  # archive-script uses a2_fold
[EDGE:depends_on] data_provenance:s54_ed_sweep.py -> constants:a4_fold  # archive-script uses a4_fold
[EDGE:depends_on] data_provenance:s54_ed_sweep.py -> constants:d2S_fold  # archive-script uses d2S_fold
[EDGE:depends_on] data_provenance:s54_ed_sweep.py -> constants:dS_fold  # archive-script uses dS_fold
[EDGE:depends_on] data_provenance:s54_ed_sweep.py -> constants:tau_fold  # archive-script uses tau_fold
[EDGE:depends_on] data_provenance:s54_elastic_tetrad.py -> constants:G_DeWitt  # archive-script uses G_DeWitt
[EDGE:depends_on] data_provenance:s54_elastic_tetrad.py -> constants:M_KK  # archive-script uses M_KK
[EDGE:depends_on] data_provenance:s54_elastic_tetrad.py -> constants:M_KK_gravity  # archive-script uses M_KK_gravity
[EDGE:depends_on] data_provenance:s54_elastic_tetrad.py -> constants:M_KK_kerner  # archive-script uses M_KK_kerner
[EDGE:depends_on] data_provenance:s54_elastic_tetrad.py -> constants:M_Pl_reduced  # archive-script uses M_Pl_reduced
[EDGE:depends_on] data_provenance:s54_elastic_tetrad.py -> constants:M_Pl_unreduced  # archive-script uses M_Pl_unreduced
[EDGE:depends_on] data_provenance:s54_elastic_tetrad.py -> constants:PI  # archive-script uses PI
[EDGE:depends_on] data_provenance:s54_elastic_tetrad.py -> constants:S_fold  # archive-script uses S_fold
[EDGE:depends_on] data_provenance:s54_elastic_tetrad.py -> constants:Vol_SU3_Haar  # archive-script uses Vol_SU3_Haar
[EDGE:depends_on] data_provenance:s54_elastic_tetrad.py -> constants:a0_fold  # archive-script uses a0_fold
[EDGE:depends_on] data_provenance:s54_elastic_tetrad.py -> constants:a2_fold  # archive-script uses a2_fold
[EDGE:depends_on] data_provenance:s54_elastic_tetrad.py -> constants:d2S_fold  # archive-script uses d2S_fold
[EDGE:depends_on] data_provenance:s54_elastic_tetrad.py -> constants:dS_fold  # archive-script uses dS_fold
[EDGE:depends_on] data_provenance:s54_elastic_tetrad.py -> constants:g0_diag  # archive-script uses g0_diag
[EDGE:depends_on] data_provenance:s54_elastic_tetrad.py -> constants:rho_Lambda_obs  # archive-script uses rho_Lambda_obs
[EDGE:depends_on] data_provenance:s54_elastic_tetrad.py -> constants:tau_fold  # archive-script uses tau_fold
[EDGE:depends_on] data_provenance:s54_firas_gge.py -> constants:E_cond  # archive-script uses E_cond
[EDGE:depends_on] data_provenance:s54_firas_gge.py -> constants:E_exc  # archive-script uses E_exc
[EDGE:depends_on] data_provenance:s54_firas_gge.py -> constants:H_0_GeV  # archive-script uses H_0_GeV
[EDGE:depends_on] data_provenance:s54_firas_gge.py -> constants:M_KK  # archive-script uses M_KK
[EDGE:depends_on] data_provenance:s54_firas_gge.py -> constants:N_cells  # archive-script uses N_cells
[EDGE:depends_on] data_provenance:s54_firas_gge.py -> constants:N_dof_BCS  # archive-script uses N_dof_BCS
[EDGE:depends_on] data_provenance:s54_firas_gge.py -> constants:PI  # archive-script uses PI
[EDGE:depends_on] data_provenance:s54_firas_gge.py -> constants:S_inst  # archive-script uses S_inst
[EDGE:depends_on] data_provenance:s54_firas_gge.py -> constants:T_CMB  # archive-script uses T_CMB
[EDGE:depends_on] data_provenance:s54_firas_gge.py -> constants:T_CMB_GeV  # archive-script uses T_CMB_GeV
[EDGE:depends_on] data_provenance:s54_firas_gge.py -> constants:Vol_SU3_Haar  # archive-script uses Vol_SU3_Haar
[EDGE:depends_on] data_provenance:s54_firas_gge.py -> constants:n_Bog  # archive-script uses n_Bog
[EDGE:depends_on] data_provenance:s54_firas_gge.py -> constants:n_pairs  # archive-script uses n_pairs
[EDGE:depends_on] data_provenance:s54_firas_gge.py -> constants:rho_Lambda_obs  # archive-script uses rho_Lambda_obs
[EDGE:depends_on] data_provenance:s54_firas_gge.py -> constants:tau_fold  # archive-script uses tau_fold
[EDGE:depends_on] data_provenance:s54_geodesic_deviation.py -> constants:tau_fold  # archive-script uses tau_fold
[EDGE:depends_on] data_provenance:s54_geodesic_deviation.py -> constants:v_terminal  # archive-script uses v_terminal
[EDGE:depends_on] data_provenance:s54_graph_laplacian_ds.py -> constants:N_cells  # archive-script uses N_cells
[EDGE:depends_on] data_provenance:s54_gutzwiller_su3.py -> constants:E_B1  # archive-script uses E_B1
[EDGE:depends_on] data_provenance:s54_gutzwiller_su3.py -> constants:E_B2_mean  # archive-script uses E_B2_mean
[EDGE:depends_on] data_provenance:s54_gutzwiller_su3.py -> constants:E_B3_mean  # archive-script uses E_B3_mean
[EDGE:depends_on] data_provenance:s54_gutzwiller_su3.py -> constants:M_KK  # archive-script uses M_KK
[EDGE:depends_on] data_provenance:s54_gutzwiller_su3.py -> constants:PI  # archive-script uses PI
[EDGE:depends_on] data_provenance:s54_gutzwiller_su3.py -> constants:S_fold  # archive-script uses S_fold
[EDGE:depends_on] data_provenance:s54_gutzwiller_su3.py -> constants:Vol_SU3_Haar  # archive-script uses Vol_SU3_Haar
[EDGE:depends_on] data_provenance:s54_gutzwiller_su3.py -> constants:a0_fold  # archive-script uses a0_fold
[EDGE:depends_on] data_provenance:s54_gutzwiller_su3.py -> constants:a2_fold  # archive-script uses a2_fold
[EDGE:depends_on] data_provenance:s54_gutzwiller_su3.py -> constants:a4_fold  # archive-script uses a4_fold
[EDGE:depends_on] data_provenance:s54_gutzwiller_su3.py -> constants:d2S_fold  # archive-script uses d2S_fold
[EDGE:depends_on] data_provenance:s54_gutzwiller_su3.py -> constants:dS_fold  # archive-script uses dS_fold
[EDGE:depends_on] data_provenance:s54_gutzwiller_su3.py -> constants:tau_fold  # archive-script uses tau_fold
[EDGE:depends_on] data_provenance:s54_half_filling_shell.py -> constants:tau_fold  # archive-script uses tau_fold
[EDGE:depends_on] data_provenance:s54_higgs_modulus.py -> constants:Delta_0_GL  # archive-script uses Delta_0_GL
[EDGE:depends_on] data_provenance:s54_higgs_modulus.py -> constants:E_B1  # archive-script uses E_B1
[EDGE:depends_on] data_provenance:s54_higgs_modulus.py -> constants:E_B2_mean  # archive-script uses E_B2_mean
[EDGE:depends_on] data_provenance:s54_higgs_modulus.py -> constants:E_B3_mean  # archive-script uses E_B3_mean
[EDGE:depends_on] data_provenance:s54_higgs_modulus.py -> constants:E_cond  # archive-script uses E_cond
[EDGE:depends_on] data_provenance:s54_higgs_modulus.py -> constants:G_DeWitt  # archive-script uses G_DeWitt
[EDGE:depends_on] data_provenance:s54_higgs_modulus.py -> constants:M_KK_kerner  # archive-script uses M_KK_kerner
[EDGE:depends_on] data_provenance:s54_higgs_modulus.py -> constants:M_Pl_reduced  # archive-script uses M_Pl_reduced
[EDGE:depends_on] data_provenance:s54_higgs_modulus.py -> constants:PI  # archive-script uses PI
[EDGE:depends_on] data_provenance:s54_higgs_modulus.py -> constants:S_fold  # archive-script uses S_fold
